# DATA FILE CREATED BY FOREST FIRE SIMULATION
10 20 200 0.300000 0
10 20 200 0.350000 0
10 20 200 0.400000 0
10 20 200 0.450000 0
10 20 200 0.500000 11
10 20 200 0.550000 11
10 20 200 0.600000 9
10 20 200 0.650000 9
10 20 200 0.700000 9
10 20 200 0.750000 9
10 20 200 0.800000 9
10 20 200 0.850000 9
10 20 200 0.900000 9
10 20 200 0.950000 9
10 20 200 1.000000 9
40 40 1600 0.300000 0
40 40 1600 0.350000 0
40 40 1600 0.400000 0
40 40 1600 0.450000 0
40 40 1600 0.500000 0
40 40 1600 0.550000 0
40 40 1600 0.600000 0
40 40 1600 0.650000 0
40 40 1600 0.700000 49
40 40 1600 0.750000 45
40 40 1600 0.800000 43
40 40 1600 0.850000 40
40 40 1600 0.900000 40
40 40 1600 0.950000 39
40 40 1600 1.000000 39
50 40 2000 0.300000 0
50 40 2000 0.350000 0
50 40 2000 0.400000 0
50 40 2000 0.450000 0
50 40 2000 0.500000 0
50 40 2000 0.550000 0
50 40 2000 0.600000 0
50 40 2000 0.650000 0
50 40 2000 0.700000 60
50 40 2000 0.750000 56
50 40 2000 0.800000 56
50 40 2000 0.850000 52
50 40 2000 0.900000 50
50 40 2000 0.950000 49
50 40 2000 1.000000 49
75 75 5625 0.300000 0
75 75 5625 0.350000 0
75 75 5625 0.400000 0
75 75 5625 0.450000 0
75 75 5625 0.500000 0
75 75 5625 0.550000 0
75 75 5625 0.600000 133
75 75 5625 0.650000 102
75 75 5625 0.700000 91
75 75 5625 0.750000 85
75 75 5625 0.800000 83
75 75 5625 0.850000 78
75 75 5625 0.900000 76
75 75 5625 0.950000 74
75 75 5625 1.000000 74
